x-axis	Total diffraction	Diffraction pattern	Interference pattern	From Camera	
-0,014804	0,012359	0,012812	0,963189	0,054883	
-0,014767	0,013170	0,013325	0,986908	0,063673	
-0,014729	0,013848	0,013844	0,998692	0,063321	
-0,014691	0,014368	0,014371	0,998218	0,075020	
-0,014654	0,014711	0,014905	0,985497	0,071568	
-0,014616	0,014863	0,015445	0,960881	0,079719	
-0,014579	0,014815	0,015991	0,925047	0,079655	
-0,014541	0,014563	0,016543	0,878977	0,084162	
-0,014504	0,014111	0,017100	0,823921	0,076810	
-0,014466	0,013468	0,017662	0,761360	0,083810	
-0,014429	0,012652	0,018230	0,692953	0,073933	
-0,014391	0,011684	0,018802	0,620481	0,081924	
-0,014354	0,010593	0,019378	0,545792	0,078121	
-0,014316	0,009409	0,019958	0,470739	0,080390	
-0,014279	0,008170	0,020541	0,397117	0,072495	
-0,014241	0,006911	0,021128	0,326611	0,075116	
-0,014204	0,005671	0,021717	0,260739	0,069746	
-0,014166	0,004487	0,022309	0,200807	0,075468	
-0,014129	0,003392	0,022903	0,147874	0,064408	
-0,014091	0,002417	0,023499	0,102720	0,066134	
-0,014054	0,001589	0,024096	0,065830	0,056960	
-0,014016	0,000925	0,024693	0,037387	0,060221	
-0,013978	0,000438	0,025291	0,017274	0,053796	
-0,013941	0,000132	0,025890	0,005094	0,056513	
-0,013903	0,000005	0,026488	0,000189	0,044750	
-0,013866	0,000045	0,027085	0,001677	0,051335	
-0,013828	0,000236	0,027681	0,008498	0,040818	
-0,013791	0,000551	0,028276	0,019456	0,040818	
-0,013753	0,000962	0,028869	0,033277	0,036247	
-0,013716	0,001436	0,029460	0,048660	0,040786	
-0,013678	0,001936	0,030047	0,064335	0,039156	
-0,013641	0,002427	0,030632	0,079115	0,047563	
-0,013603	0,002874	0,031213	0,091948	0,039092	
-0,013566	0,003246	0,031790	0,101955	0,037110	
-0,013528	0,003516	0,032363	0,108472	0,030174	
-0,013491	0,003663	0,032931	0,111073	0,035960	
-0,013453	0,003676	0,033493	0,109590	0,038996	
-0,013416	0,003551	0,034050	0,104119	0,052325	
-0,013378	0,003293	0,034601	0,095016	0,041362	
-0,013341	0,002917	0,035145	0,082882	0,044207	
-0,013303	0,002449	0,035682	0,068539	0,041490	
-0,013265	0,001922	0,036212	0,052996	0,048586	
-0,013228	0,001376	0,036734	0,037409	0,045165	
-0,013190	0,000859	0,037248	0,023029	0,051335	
-0,013153	0,000422	0,037754	0,011154	0,044718	
-0,013115	0,000118	0,038250	0,003071	0,050983	
-0,013078	0,000000	0,038737	0,000003	0,050120	
-0,013040	0,000120	0,039214	0,003053	0,054851	
-0,013003	0,000523	0,039681	0,013158	0,050312	
-0,012965	0,001248	0,040138	0,031038	0,054946	
-0,012928	0,002324	0,040583	0,057169	0,045773	
-0,012890	0,003769	0,041017	0,091744	0,046444	
-0,012853	0,005589	0,041439	0,134664	0,044302	
-0,012815	0,007776	0,041849	0,185528	0,053540	
-0,012778	0,010308	0,042246	0,243634	0,054371	
-0,012740	0,013150	0,042631	0,307999	0,064280	
-0,012703	0,016253	0,043002	0,377381	0,056609	
-0,012665	0,019555	0,043360	0,450313	0,061179	
-0,012628	0,022986	0,043703	0,525154	0,058942	
-0,012590	0,026466	0,044033	0,600131	0,065495	
-0,012552	0,029910	0,044348	0,673401	0,061020	
-0,012515	0,033229	0,044647	0,743110	0,070929	
-0,012477	0,036336	0,044932	0,807451	0,071888	
-0,012440	0,039147	0,045201	0,864724	0,080774	
-0,012402	0,041582	0,045454	0,913396	0,077961	
-0,012365	0,043572	0,045691	0,952146	0,089532	
-0,012327	0,045059	0,045912	0,979917	0,090171	
-0,012290	0,045999	0,046116	0,995945	0,098546	
-0,012252	0,046364	0,046303	0,999786	0,098482	
-0,012215	0,046141	0,046472	0,991336	0,100272	
-0,012177	0,045334	0,046625	0,970827	0,095157	
-0,012140	0,043966	0,046759	0,938825	0,104555	
-0,012102	0,042075	0,046876	0,896207	0,100464	
-0,012065	0,039714	0,046975	0,844136	0,105578	
-0,012027	0,036949	0,047055	0,784016	0,097555	
-0,011990	0,033856	0,047117	0,717451	0,105706	
-0,011952	0,030521	0,047161	0,646186	0,105770	
-0,011915	0,027034	0,047185	0,572054	0,105834	
-0,011877	0,023486	0,047191	0,496913	0,094230	
-0,011839	0,019967	0,047178	0,422585	0,095541	
-0,011802	0,016564	0,047145	0,350801	0,089308	
-0,011764	0,013355	0,047094	0,283142	0,092409	
-0,011727	0,010408	0,047023	0,220995	0,077609	
-0,011689	0,007780	0,046932	0,165509	0,087518	
-0,011652	0,005513	0,046823	0,117564	0,078696	
-0,011614	0,003636	0,046693	0,077749	0,073805	
-0,011577	0,002161	0,046545	0,046353	0,063449	
-0,011539	0,001085	0,046377	0,023363	0,060444	
-0,011502	0,000392	0,046189	0,008477	0,057088	
-0,011464	0,000052	0,045982	0,001124	0,061851	
-0,011427	0,000023	0,045755	0,000496	0,048873	
-0,011389	0,000255	0,045509	0,005589	0,049960	
-0,011352	0,000691	0,045244	0,015248	0,042033	
-0,011314	0,001271	0,044960	0,028220	0,047275	
-0,011277	0,001932	0,044656	0,043207	0,044430	
-0,011239	0,002616	0,044334	0,058922	0,046348	
-0,011202	0,003267	0,043993	0,074142	0,040658	
-0,011164	0,003835	0,043633	0,087763	0,050120	
-0,011126	0,004282	0,043255	0,098841	0,038773	
-0,011089	0,004577	0,042858	0,106633	0,039636	
-0,011051	0,004703	0,042443	0,110628	0,036279	
-0,011014	0,004652	0,042011	0,110568	0,042033	
-0,010976	0,004431	0,041560	0,106455	0,036311	
-0,010939	0,004056	0,041093	0,098557	0,043823	
-0,010901	0,003554	0,040608	0,087392	0,039955	
-0,010864	0,002961	0,040107	0,073709	0,044814	
-0,010826	0,002318	0,039589	0,058457	0,040946	
-0,010789	0,001672	0,039056	0,042746	0,043248	
-0,010751	0,001072	0,038506	0,027800	0,042193	
-0,010714	0,000566	0,037941	0,014907	0,051207	
-0,010676	0,000201	0,037361	0,005365	0,045229	
-0,010639	0,000016	0,036767	0,000426	0,050567	
-0,010601	0,000045	0,036158	0,001241	0,050440	
-0,010564	0,000313	0,035536	0,008808	0,055650	
-0,010526	0,000836	0,034901	0,023930	0,047850	
-0,010489	0,001618	0,034253	0,047168	0,052070	
-0,010451	0,002652	0,033592	0,078818	0,050951	
-0,010413	0,003920	0,032920	0,118884	0,060125	
-0,010376	0,005394	0,032237	0,167067	0,052613	
-0,010338	0,007038	0,031543	0,222770	0,054275	
-0,010301	0,008806	0,030839	0,285103	0,051047	
-0,010263	0,010648	0,030126	0,352911	0,059869	
-0,010226	0,012510	0,029404	0,424800	0,058143	
-0,010188	0,014335	0,028674	0,499182	0,065750	
-0,010151	0,016069	0,027936	0,574325	0,059549	
-0,010113	0,017658	0,027191	0,648401	0,067956	
-0,010076	0,019054	0,026440	0,719554	0,068276	
-0,010038	0,020217	0,025684	0,785953	0,080422	
-0,010001	0,021113	0,024922	0,845854	0,072942	
-0,009963	0,021718	0,024157	0,897659	0,078568	
-0,009926	0,022018	0,023388	0,939970	0,076874	
-0,009888	0,022009	0,022617	0,971633	0,085824	
-0,009851	0,021698	0,021844	0,991779	0,083491	
-0,009813	0,021100	0,021070	0,999852	0,092792	
-0,009776	0,020239	0,020296	0,995629	0,095893	
-0,009738	0,019147	0,019523	0,979227	0,105418	
-0,009700	0,017861	0,018751	0,951099	0,099025	
-0,009663	0,016424	0,017981	0,912017	0,106888	
-0,009625	0,014880	0,017214	0,863050	0,106920	
-0,009588	0,013273	0,016452	0,805525	0,115519	
-0,009550	0,011647	0,015695	0,740983	0,115870	
-0,009513	0,010044	0,014943	0,671126	0,123574	
-0,009475	0,008500	0,014198	0,597765	0,113025	
-0,009438	0,007048	0,013462	0,522756	0,114208	
-0,009400	0,005713	0,012733	0,447941	0,106249	
-0,009363	0,004514	0,012015	0,375090	0,105929	
-0,009325	0,003463	0,011307	0,305840	0,104012	
-0,009288	0,002568	0,010610	0,241652	0,106313	
-0,009250	0,001827	0,009927	0,183759	0,097427	
-0,009213	0,001234	0,009256	0,133138	0,097523	
-0,009175	0,000779	0,008601	0,090480	0,084929	
-0,009138	0,000448	0,007961	0,056177	0,087422	
-0,009100	0,000223	0,007338	0,030320	0,079847	
-0,009063	0,000086	0,006732	0,012702	0,079911	
-0,009025	0,000018	0,006146	0,002843	0,067157	
-0,008987	0,000000	0,005579	0,000012	0,067093	
-0,008950	0,000016	0,005033	0,003267	0,057088	
-0,008912	0,000052	0,004508	0,011498	0,058814	
-0,008875	0,000094	0,004007	0,023481	0,049353	
-0,008837	0,000134	0,003530	0,037925	0,051558	
-0,008800	0,000165	0,003079	0,053533	0,042832	
-0,008762	0,000184	0,002653	0,069056	0,047435	
-0,008725	0,000188	0,002255	0,083341	0,042448	
-0,008687	0,000180	0,001886	0,095385	0,048937	
-0,008650	0,000162	0,001546	0,104372	0,049992	
-0,008612	0,000136	0,001236	0,109710	0,055714	
-0,008575	0,000107	0,000959	0,111050	0,047339	
-0,008537	0,000077	0,000714	0,108307	0,050759	
-0,008500	0,000051	0,000504	0,101657	0,056065	
-0,008462	0,000030	0,000328	0,091536	0,063609	
-0,008425	0,000015	0,000189	0,078615	0,059166	
-0,008387	0,000006	0,000087	0,063781	0,071504	
-0,008350	0,000001	0,000024	0,048093	0,068915	
-0,008312	0,000000	0,000000	0,032741	0,072143	
-0,008274	0,000000	0,000017	0,018999	0,067924	
-0,008237	0,000001	0,000076	0,008168	0,077993	
-0,008199	0,000000	0,000178	0,001521	0,078025	
-0,008162	0,000000	0,000323	0,000250	0,088029	
-0,008124	0,000003	0,000514	0,005412	0,085952	
-0,008087	0,000013	0,000751	0,017880	0,086911	
-0,008049	0,000040	0,001035	0,038303	0,078025	
-0,008012	0,000092	0,001368	0,067070	0,088381	
-0,007974	0,000183	0,001750	0,104286	0,081189	
-0,007937	0,000327	0,002182	0,149756	0,087486	
-0,007899	0,000542	0,002666	0,202984	0,085760	
-0,007862	0,000844	0,003202	0,263179	0,093975	
-0,007824	0,001251	0,003792	0,329271	0,090810	
-0,007787	0,001777	0,004437	0,399943	0,100368	
-0,007749	0,002437	0,005137	0,473669	0,097427	
-0,007712	0,003239	0,005894	0,548759	0,112482	
