x-axis	Total diffraction	Diffraction pattern	Interference pattern	From Camera	
-0,024448	0,000809	0,012973	0,062030	0,096467	
-0,024411	0,000805	0,013135	0,060969	0,103590	
-0,024373	0,000703	0,013294	0,052646	0,098407	
-0,024336	0,000520	0,013450	0,038482	0,098407	
-0,024298	0,000296	0,013603	0,021675	0,091568	
-0,024261	0,000096	0,013754	0,006951	0,094313	
-0,024223	0,000000	0,013901	0,000036	0,090881	
-0,024186	0,000097	0,014045	0,006904	0,097626	
-0,024148	0,000469	0,014186	0,032900	0,092940	
-0,024110	0,001178	0,014324	0,081859	0,095449	
-0,024073	0,002257	0,014458	0,155353	0,089674	
-0,024035	0,003697	0,014588	0,252188	0,097082	
-0,023998	0,005445	0,014715	0,368234	0,088207	
-0,023960	0,007405	0,014838	0,496640	0,086219	
-0,023923	0,009446	0,014957	0,628419	0,078598	
-0,023885	0,011410	0,015072	0,753341	0,082290	
-0,023848	0,013138	0,015183	0,861036	0,077036	
-0,023810	0,014477	0,015290	0,942154	0,081533	
-0,023773	0,015306	0,015393	0,989445	0,076018	
-0,023735	0,015547	0,015492	0,998611	0,081107	
-0,023698	0,015175	0,015586	0,968813	0,079355	
-0,023660	0,014222	0,015676	0,902771	0,089082	
-0,023623	0,012774	0,015762	0,806441	0,082053	
-0,023585	0,010959	0,015843	0,688314	0,080870	
-0,023548	0,008934	0,015919	0,558428	0,075853	
-0,023510	0,006866	0,015991	0,427223	0,082243	
-0,023473	0,004912	0,016058	0,304395	0,076610	
-0,023435	0,003206	0,016121	0,197888	0,081485	
-0,023397	0,001840	0,016178	0,113155	0,074740	
-0,023360	0,000861	0,016231	0,052763	0,075403	
-0,023322	0,000268	0,016278	0,016390	0,076184	
-0,023285	0,000019	0,016321	0,001178	0,084254	
-0,023247	0,000039	0,016359	0,002381	0,073249	
-0,023210	0,000234	0,016392	0,014207	0,075214	
-0,023172	0,000507	0,016419	0,030707	0,069273	
-0,023135	0,000770	0,016442	0,046606	0,078267	
-0,023097	0,000958	0,016459	0,057944	0,078835	
-0,023060	0,001034	0,016471	0,062457	0,092088	
-0,023022	0,000988	0,016478	0,059667	0,079639	
-0,022985	0,000839	0,016480	0,050676	0,080018	
-0,022947	0,000625	0,016477	0,037746	0,079852	
-0,022910	0,000393	0,016468	0,023722	0,085225	
-0,022872	0,000189	0,016454	0,011422	0,078764	
-0,022835	0,000051	0,016435	0,003091	0,082503	
-0,022797	0,000000	0,016410	0,000009	0,078480	
-0,022760	0,000038	0,016380	0,002307	0,082148	
-0,022722	0,000148	0,016345	0,009011	0,081343	
-0,022685	0,000300	0,016305	0,018300	0,088112	
-0,022647	0,000456	0,016259	0,027908	0,082361	
-0,022609	0,000580	0,016209	0,035604	0,089674	
-0,022572	0,000644	0,016152	0,039644	0,085485	
-0,022534	0,000633	0,016091	0,039123	0,089437	
-0,022497	0,000550	0,016025	0,034159	0,085627	
-0,022459	0,000415	0,015953	0,025863	0,091567	
-0,022422	0,000257	0,015876	0,016124	0,083260	
-0,022384	0,000115	0,015794	0,007222	0,084586	
-0,022347	0,000022	0,015707	0,001365	0,082077	
-0,022309	0,000003	0,015615	0,000216	0,089366	
-0,022272	0,000070	0,015518	0,004518	0,084704	
-0,022234	0,000215	0,015416	0,013882	0,088940	
-0,022197	0,000412	0,015309	0,026788	0,078716	
-0,022159	0,000623	0,015197	0,040823	0,082456	
-0,022122	0,000805	0,015081	0,053112	0,081272	
-0,022084	0,000915	0,014960	0,060886	0,090881	
-0,022047	0,000926	0,014834	0,062094	0,082101	
-0,022009	0,000827	0,014703	0,055956	0,085509	
-0,021972	0,000635	0,014568	0,043341	0,082716	
-0,021934	0,000390	0,014429	0,026909	0,086952	
-0,021896	0,000157	0,014285	0,010958	0,078125	
-0,021859	0,000014	0,014137	0,000979	0,081272	
-0,021821	0,000042	0,013984	0,002961	0,078125	
-0,021784	0,000313	0,013828	0,022545	0,086597	
-0,021746	0,000881	0,013667	0,064123	0,082314	
-0,021709	0,001765	0,013503	0,130035	0,084183	
-0,021671	0,002948	0,013335	0,219978	0,085532	
-0,021634	0,004375	0,013163	0,330722	0,094928	
-0,021596	0,005954	0,012987	0,456209	0,088230	
-0,021559	0,007568	0,012808	0,588023	0,092987	
-0,021521	0,009087	0,012625	0,716202	0,088372	
-0,021484	0,010379	0,012439	0,830291	0,091212	
-0,021446	0,011332	0,012250	0,920498	0,089011	
-0,021409	0,011861	0,012058	0,978819	0,090621	
-0,021371	0,011921	0,011863	0,999973	0,080042	
-0,021334	0,011512	0,011665	0,982026	0,078338	
-0,021296	0,010675	0,011464	0,926618	0,081296	
-0,021259	0,009492	0,011261	0,838774	0,094242	
-0,021221	0,008069	0,011055	0,726303	0,085319	
-0,021183	0,006528	0,010847	0,598890	0,088822	
-0,021146	0,004992	0,010637	0,466982	0,088325	
-0,021108	0,003568	0,010425	0,340623	0,096419	
-0,021071	0,002344	0,010211	0,228392	0,090976	
-0,021033	0,001372	0,009995	0,136568	0,097934	
-0,020996	0,000674	0,009777	0,068620	0,096798	
-0,020958	0,000241	0,009559	0,025091	0,105957	
-0,020921	0,000036	0,009338	0,003838	0,101271	
-0,020883	0,000006	0,009117	0,000609	0,106383	
-0,020846	0,000088	0,008895	0,009833	0,101555	
-0,020808	0,000222	0,008671	0,025513	0,106856	
-0,020771	0,000357	0,008448	0,042089	0,106052	
-0,020733	0,000456	0,008223	0,055142	0,112323	
-0,020696	0,000497	0,007998	0,061868	0,110264	
-0,020658	0,000478	0,007774	0,061251	0,121885	
-0,020621	0,000409	0,007549	0,053950	0,115518	
-0,020583	0,000309	0,007324	0,041931	0,124559	
-0,020546	0,000199	0,007099	0,027926	0,123660	
-0,020508	0,000102	0,006875	0,014827	0,132038	
-0,020470	0,000034	0,006652	0,005104	0,133316	
-0,020433	0,000002	0,006429	0,000359	0,143706	
-0,020395	0,000007	0,006207	0,001080	0,149907	
-0,020358	0,000040	0,005987	0,006608	0,149812	
-0,020320	0,000089	0,005768	0,015343	0,138310	
-0,020283	0,000140	0,005550	0,025103	0,147682	
-0,020245	0,000180	0,005334	0,033594	0,144534	
-0,020208	0,000200	0,005120	0,038880	0,150356	
-0,020170	0,000196	0,004908	0,039775	0,154948	
-0,020133	0,000170	0,004698	0,036080	0,162261	
-0,020095	0,000129	0,004490	0,028620	0,154498	
-0,020058	0,000082	0,004285	0,019084	0,159397	
-0,020020	0,000040	0,004083	0,009683	0,155918	
-0,019983	0,000011	0,003884	0,002697	0,158640	
-0,019945	0,000000	0,003687	0,000001	0,153078	
-0,019908	0,000009	0,003494	0,002648	0,153954	
-0,019870	0,000035	0,003304	0,010598	0,142712	
-0,019833	0,000071	0,003118	0,022659	0,139162	
-0,019795	0,000108	0,002936	0,036648	0,129813	
-0,019757	0,000138	0,002757	0,049772	0,132772	
-0,019720	0,000154	0,002583	0,059165	0,121506	
-0,019682	0,000152	0,002413	0,062497	0,119282	
-0,019645	0,000132	0,002247	0,058555	0,109247	
-0,019607	0,000100	0,002086	0,047685	0,109531	
-0,019570	0,000062	0,001930	0,032013	0,099472	
-0,019532	0,000027	0,001779	0,015382	0,104821	
-0,019495	0,000005	0,001633	0,002988	0,102975	
-0,019457	0,000001	0,001491	0,000760	0,108182	
-0,019420	0,000020	0,001356	0,014540	0,098999	
-0,019382	0,000061	0,001226	0,049186	0,101247	
-0,019345	0,000119	0,001102	0,107729	0,102786	
-0,019307	0,000188	0,000983	0,190701	0,110312	
-0,019270	0,000259	0,000871	0,295755	0,096325	
-0,019232	0,000321	0,000764	0,417642	0,098573	
-0,019195	0,000366	0,000664	0,548577	0,095922	
-0,019157	0,000390	0,000571	0,678955	0,098218	
-0,019120	0,000388	0,000484	0,798342	0,093840	
-0,019082	0,000364	0,000404	0,896623	0,098810	
-0,019044	0,000321	0,000331	0,965149	0,091591	
-0,019007	0,000265	0,000264	0,997742	0,094265	
-0,018969	0,000204	0,000205	0,991427	0,090881	
-0,018932	0,000146	0,000153	0,946782	0,098644	
-0,018894	0,000095	0,000109	0,867870	0,093035	
-0,018857	0,000055	0,000071	0,761758	0,093769	
-0,018819	0,000027	0,000042	0,637689	0,091520	
-0,018782	0,000010	0,000020	0,506008	0,095946	
-0,018744	0,000002	0,000006	0,377003	0,094715	
-0,018707	0,000000	0,000000	0,259791	0,105744	
-0,018669	0,000000	0,000002	0,161406	0,101721	
-0,018632	0,000001	0,000012	0,086182	0,102123	
-0,018594	0,000001	0,000031	0,035521	0,097153	
-0,018557	0,000000	0,000057	0,008028	0,103306	
-0,018519	0,000000	0,000092	0,000000	0,099449	
-0,018482	0,000001	0,000136	0,006163	0,099141	
-0,018444	0,000004	0,000188	0,020550	0,092751	
-0,018407	0,000009	0,000249	0,037386	0,101934	
-0,018369	0,000017	0,000318	0,051852	0,094053	
-0,018331	0,000024	0,000396	0,060634	0,100111	
-0,018294	0,000030	0,000483	0,062187	0,095662	
-0,018256	0,000033	0,000579	0,056703	0,100963	
-0,018219	0,000031	0,000683	0,045812	0,100987	
-0,018181	0,000026	0,000797	0,032086	0,108797	
-0,018144	0,000017	0,000919	0,018432	0,108963	
-0,018106	0,000008	0,001051	0,007501	0,117033	
-0,018069	0,000001	0,001191	0,001187	0,110809	
-0,018031	0,000000	0,001341	0,000319	0,118832	
-0,017994	0,000007	0,001500	0,004563	0,121838	
-0,017956	0,000021	0,001667	0,012566	0,132582	
-0,017919	0,000041	0,001844	0,022268	0,126382	
-0,017881	0,000064	0,002030	0,031358	0,127068	
-0,017844	0,000084	0,002225	0,037748	0,121956	
-0,017806	0,000098	0,002430	0,040000	0,131754	
-0,017769	0,000100	0,002643	0,037609	0,126429	
-0,017731	0,000090	0,002865	0,031110	0,130926	
-0,017694	0,000068	0,003096	0,021968	0,129766	
-0,017656	0,000041	0,003337	0,012283	0,130547	
-0,017618	0,000016	0,003586	0,004368	0,127210	
-0,017581	0,000001	0,003844	0,000265	0,133931	
-0,017543	0,000005	0,004111	0,001301	0,125695	
-0,017506	0,000034	0,004387	0,007776	0,129411	
-0,017468	0,000088	0,004671	0,018824	0,124985	
-0,017431	0,000162	0,004965	0,032523	0,128772	
-0,017393	0,000245	0,005267	0,046206	0,123944	
-0,017356	0,000319	0,005577	0,056965	0,123897	
-0,017318	0,000369	0,005896	0,062250	0,116323	
-0,017281	0,000378	0,006223	0,060467	0,119069	
-0,017243	0,000339	0,006559	0,051475	0,115282	
-0,017206	0,000256	0,006903	0,036875	0,120512	
-0,017168	0,000146	0,007255	0,020035	0,117483	
-0,017131	0,000044	0,007615	0,005814	0,122666	
-0,017093	0,000000	0,007982	0,000006	0,110359	
-0,017056	0,000072	0,008358	0,008572	0,108063	
-0,017018	0,000323	0,008741	0,036751	0,102833	
-0,016981	0,000809	0,009132	0,088185	0,106738	
-0,016943	0,001572	0,009529	0,164186	0,098975	
-0,016905	0,002628	0,009935	0,263261	0,098999	
-0,016868	0,003961	0,010347	0,380982	0,090597	
-0,016830	0,005520	0,010766	0,510236	0,092230	
-0,016793	0,007219	0,011192	0,641850	0,091094	
-0,016755	0,008943	0,011624	0,765513	0,100395	
-0,016718	0,010558	0,012063	0,870893	0,096869	
-0,016680	0,011927	0,012508	0,948800	0,100561	
-0,016643	0,012923	0,012960	0,992250	0,095449	
-0,016605	0,013446	0,013417	0,997285	0,103685	
-0,016568	0,013438	0,013879	0,963443	0,099188	
-0,016530	0,012888	0,014348	0,893814	0,102549	
-0,016493	0,011836	0,014821	0,794671	0,094029	
-0,016455	0,010374	0,015300	0,674734	0,095118	
-0,016418	0,008631	0,015784	0,544152	0,089579	
-0,016380	0,006759	0,016272	0,413353	0,098218	
-0,016343	0,004918	0,016765	0,291899	0,095402	
-0,016305	0,003253	0,017262	0,187505	0,098455	
-0,016268	0,001880	0,017763	0,105328	0,092656	
-0,016230	0,000874	0,018268	0,047616	0,094384	
-0,016192	0,000259	0,018776	0,013743	0,092538	
-0,016155	0,000012	0,019288	0,000602	0,101934	
-0,016117	0,000065	0,019803	0,003283	0,096017	
-0,016080	0,000325	0,020320	0,015924	0,100727	
-0,016042	0,000683	0,020840	0,032607	0,093958	
-0,016005	0,001034	0,021363	0,048168	0,100703	
-0,015967	0,001294	0,021888	0,058821	0,095709	
-0,015930	0,001408	0,022414	0,062500	0,104537	
-0,015892	0,001358	0,022942	0,058921	0,104490	
-0,015855	0,001164	0,023471	0,049347	0,110619	
-0,015817	0,000872	0,024002	0,036137	0,106336	
-0,015780	0,000547	0,024533	0,022169	0,110809	
-0,015742	0,000257	0,025065	0,010222	0,108466	
-0,015705	0,000063	0,025596	0,002452	0,120063	
-0,015667	0,000000	0,026128	0,000009	0,114572	
-0,015630	0,000077	0,026659	0,002891	0,119352	
-0,015592	0,000273	0,027190	0,010007	0,113128	
-0,015555	0,000542	0,027720	0,019459	0,121767	
-0,015517	0,000822	0,028249	0,028956	0,122784	
-0,015479	0,001050	0,028776	0,036300	0,133742	
-0,015442	0,001173	0,029301	0,039828	0,128867	
-0,015404	0,001161	0,029824	0,038752	0,135280	
-0,015367	0,001016	0,030345	0,033310	0,137008	
-0,015329	0,000767	0,030864	0,024727	0,145339	
-0,015292	0,000472	0,031379	0,014960	0,142593	
-0,015254	0,000202	0,031891	0,006312	0,151587	
-0,015217	0,000031	0,032399	0,000950	0,148226	
-0,015179	0,000015	0,032904	0,000445	0,156178	
-0,015142	0,000182	0,033404	0,005411	0,152699	
-0,015104	0,000522	0,033901	0,015314	0,157764	
-0,015067	0,000985	0,034392	0,028509	0,146356	
-0,015029	0,001489	0,034878	0,042493	0,147256	
-0,014992	0,001932	0,035359	0,054370	0,141173	
-0,014954	0,002212	0,035835	0,061423	0,146617	
-0,014917	0,002252	0,036304	0,061730	0,137647	
-0,014879	0,002021	0,036767	0,054697	0,139730	
-0,014842	0,001549	0,037224	0,041417	0,134807	
-0,014804	0,000938	0,037674	0,024773	0,137174	
-0,014767	0,000354	0,038117	0,009248	0,130618	
-0,014729	0,000017	0,038553	0,000444	0,132630	
-0,014691	0,000171	0,038981	0,004365	0,117932	
-0,014654	0,001051	0,039401	0,026546	0,114146	
-0,014616	0,002847	0,039813	0,071166	0,100182	
-0,014579	0,005668	0,040216	0,140257	0,100064	
-0,014541	0,009515	0,040610	0,233149	0,101011	
-0,014504	0,014264	0,040996	0,346231	0,108087	
-0,014466	0,019670	0,041372	0,473099	0,098147	
-0,014429	0,025380	0,041739	0,605076	0,104608	
-0,014391	0,030969	0,042096	0,732063	0,105957	
-0,014354	0,035982	0,042443	0,843610	0,114217	
-0,014316	0,039985	0,042779	0,930088	0,110075	
-0,014279	0,042616	0,043105	0,983792	0,117743	
-0,014241	0,043628	0,043420	0,999846	0,116323	
-0,014204	0,042920	0,043724	0,976780	0,117128	
-0,014166	0,040550	0,044017	0,916705	0,111187	
-0,014129	0,036729	0,044298	0,825060	0,119613	
-0,014091	0,031798	0,044568	0,709971	0,112820	
-0,014054	0,026186	0,044825	0,581303	0,112229	
-0,014016	0,020360	0,045070	0,449527	0,109625	
-0,013978	0,014776	0,045303	0,324561	0,114217	
-0,013941	0,009823	0,045523	0,214727	0,106028	
-0,013903	0,005788	0,045730	0,125952	0,108300	
-0,013866	0,002830	0,045925	0,061315	0,103235	
-0,013828	0,000972	0,046106	0,020972	0,110856	
-0,013791	0,000114	0,046274	0,002452	0,110596	
-0,013753	0,000059	0,046428	0,001268	0,119068	
-0,013716	0,000549	0,046568	0,011731	0,113010	
-0,013678	0,001307	0,046695	0,027850	0,116205	
-0,013641	0,002078	0,046807	0,044177	0,115826	
-0,013603	0,002663	0,046906	0,056489	0,126003	
-0,013566	0,002938	0,046990	0,062222	0,126595	
-0,013528	0,002866	0,047059	0,060604	0,136227	
-0,013491	0,002486	0,047114	0,052503	0,127754	
-0,013453	0,001897	0,047155	0,040028	0,126879	
-0,013416	0,001232	0,047180	0,025976	0,125127	
-0,013378	0,000627	0,047191	0,013212	0,138475	
-0,013341	0,000195	0,047186	0,004112	0,140014	
-0,013303	0,000006	0,047167	0,000133	0,145505	
-0,013265	0,000076	0,047132	0,001598	0,138262	
-0,013228	0,000364	0,047083	0,007698	0,144226	
-0,013190	0,000790	0,047017	0,016722	0,142428	
-0,013153	0,001247	0,046937	0,026441	0,152652	
-0,013115	0,001628	0,046841	0,034582	0,147445	
-0,013078	0,001845	0,046730	0,039294	0,160367	
-0,013040	0,001851	0,046604	0,039519	0,165692	
-0,013003	0,001644	0,046462	0,035207	0,172627	
-0,012965	0,001271	0,046305	0,027324	0,168745	
-0,012928	0,000819	0,046132	0,017661	0,170757	
-0,012890	0,000391	0,045944	0,008469	0,170023	
-0,012853	0,000092	0,045741	0,002003	0,182283	
-0,012815	0,000002	0,045522	0,000042	0,184295	
-0,012778	0,000159	0,045288	0,003494	0,188436	
-0,012740	0,000550	0,045039	0,012150	0,179987	
-0,012703	0,001109	0,044775	0,024654	0,184792	
-0,012665	0,001731	0,044496	0,038705	0,184176	
-0,012628	0,002286	0,044202	0,051457	0,191040	
-0,012590	0,002650	0,043893	0,060084	0,180082	
-0,012552	0,002731	0,043569	0,062383	0,180366	
-0,012515	0,002491	0,043231	0,057347	0,172911	
-0,012477	0,001964	0,042878	0,045581	0,183727	
-0,012440	0,001259	0,042511	0,029478	0,185241	
-0,012402	0,000555	0,042130	0,013118	0,189241	
-0,012365	0,000078	0,041735	0,001858	0,176414	
-0,012327	0,000070	0,041326	0,001675	0,173787	
-0,012290	0,000753	0,040904	0,018324	0,159965	
-0,012252	0,002296	0,040468	0,056448	0,158711	
-0,012215	0,004775	0,040019	0,118738	0,151871	
-0,012177	0,008162	0,039558	0,205308	0,153196	
-0,012140	0,012308	0,039083	0,313361	0,143895	
-0,012102	0,016958	0,038596	0,437224	0,146948	
-0,012065	0,021776	0,038097	0,568772	0,137978	
-0,012027	0,026372	0,037586	0,698194	0,139091	
-0,011990	0,030356	0,037063	0,815021	0,130594	
-0,011952	0,033379	0,036529	0,909276	0,131565	
-0,011915	0,035172	0,035984	0,972624	0,122926	
-0,011877	0,035580	0,035428	0,999334	0,127376	
-0,011839	0,034578	0,034862	0,986964	0,121270	
-0,011802	0,032273	0,034286	0,936647	0,125790	
-0,011764	0,028887	0,033700	0,852957	0,124772	
-0,011727	0,024731	0,033105	0,743369	0,131044	
-0,011689	0,020165	0,032501	0,617379	0,127589	
-0,011652	0,015556	0,031888	0,485413	0,133813	
-0,011614	0,011238	0,031268	0,357653	0,128322	
-0,011577	0,007481	0,030639	0,242955	0,128038	
-0,011539	0,004461	0,030003	0,147966	0,122784	
-0,011502	0,002259	0,029361	0,076569	0,130216	
-0,011464	0,000857	0,028711	0,029708	0,116820	
-0,011427	0,000157	0,028056	0,005582	0,116489	
-0,011389	0,000005	0,027396	0,000181	0,106998	
-0,011352	0,000216	0,026730	0,008056	0,109980	
-0,011314	0,000608	0,026060	0,023207	0,106383	
-0,011277	0,001019	0,025385	0,039960	0,115447	
-0,011239	0,001333	0,024707	0,053700	0,111613	
-0,011202	0,001482	0,024026	0,061384	0,117554	
-0,011164	0,001449	0,023343	0,061753	0,114311	
-0,011126	0,001258	0,022657	0,055257	0,117672	
-0,011089	0,000965	0,021970	0,043716	0,117956	
-0,011051	0,000637	0,021283	0,029800	0,127494	
-0,011014	0,000340	0,020594	0,016418	0,127163	
-0,010976	0,000123	0,019907	0,006128	0,138783	
-0,010939	0,000013	0,019220	0,000671	0,141505	
-0,010901	0,000013	0,018534	0,000686	0,152794	
-0,010864	0,000102	0,017850	0,005660	0,144368	
-0,010826	0,000243	0,017169	0,014095	0,148274	
-0,010789	0,000395	0,016492	0,023858	0,153362	
-0,010751	0,000519	0,015818	0,032639	0,163586	
-0,010714	0,000585	0,015149	0,038429	0,152510	
-0,010676	0,000581	0,014485	0,039924	0,156841	
-0,010639	0,000511	0,013827	0,036791	0,155232	
-0,010601	0,000394	0,013175	0,029731	0,172816	
-0,010564	0,000256	0,012530	0,020340	0,177337	
-0,010526	0,000129	0,011894	0,010787	0,189904	
-0,010489	0,000038	0,011266	0,003376	0,190211	
-0,010451	0,000001	0,010647	0,000059	0,209027	
-0,010413	0,000020	0,010038	0,002012	0,215488	
-0,010376	0,000089	0,009439	0,009344	0,221120	
-0,010338	0,000187	0,008852	0,020998	0,213500	
-0,010301	0,000290	0,008277	0,034897	0,220671	
-0,010263	0,000374	0,007715	0,048294	0,225499	
-0,010226	0,000420	0,007166	0,058295	0,239131	
-0,010188	0,000416	0,006632	0,062469	0,239675	
-0,010151	0,000365	0,006112	0,059433	0,241095	
-0,010113	0,000278	0,005608	0,049329	0,223109	
-0,010076	0,000175	0,005121	0,034062	0,224765	
-0,010038	0,000081	0,004650	0,017285	0,218375	
-0,010001	0,000017	0,004198	0,004066	0,219369	
-0,009963	0,000001	0,003765	0,000291	0,215630	
-0,009926	0,000040	0,003351	0,011868	0,215440	
-0,009888	0,000130	0,002957	0,043826	0,202684	
-0,009851	0,000258	0,002584	0,099459	0,193856	
-0,009813	0,000403	0,002233	0,179626	0,184626	
-0,009776	0,000540	0,001904	0,282326	0,183987	
-0,009738	0,000647	0,001599	0,402638	0,170426	
-0,009700	0,000706	0,001318	0,533034	0,163184	
-0,009663	0,000709	0,001062	0,664065	0,150948	
-0,009625	0,000656	0,000832	0,785325	0,150877	
-0,009588	0,000559	0,000628	0,886587	0,137884	
-0,009550	0,000434	0,000451	0,958964	0,141978	
-0,009513	0,000302	0,000302	0,995943	0,137363	
-0,009475	0,000182	0,000182	0,994146	0,143990	
-0,009438	0,000088	0,000092	0,953738	0,140369	
-0,009400	0,000028	0,000032	0,878405	0,144866	
-0,009363	0,000002	0,000003	0,774916	0,143067	
-0,009325	0,000004	0,000006	0,652325	0,147256	
-0,009288	0,000022	0,000041	0,520925	0,142167	
-0,009250	0,000043	0,000110	0,391080	0,147492	
-0,009213	0,000058	0,000214	0,272100	0,148984	
-0,009175	0,000061	0,000352	0,171299	0,157646	
-0,009138	0,000049	0,000526	0,093339	0,146712	
-0,009100	0,000030	0,000737	0,039949	0,144487	
-0,009063	0,000010	0,000985	0,010025	0,134263	
-0,009025	0,000000	0,001271	0,000084	0,135730	
-0,008987	0,000008	0,001596	0,004976	0,124725	
-0,008950	0,000037	0,001960	0,018760	0,123423	
-0,008912	0,000085	0,002365	0,035592	0,122453	
-0,008875	0,000143	0,002810	0,050513	0,134736	
-0,008837	0,000199	0,003298	0,060021	0,129506	
-0,008800	0,000240	0,003828	0,062375	0,136014	
-0,008762	0,000255	0,004401	0,057589	0,135541	
-0,008725	0,000238	0,005018	0,047162	0,143635	
-0,008687	0,000192	0,005679	0,033596	0,142475	
-0,008650	0,000127	0,006386	0,019794	0,155610	
-0,008612	0,000061	0,007139	0,008464	0,157314	
-0,008575	0,000013	0,007939	0,001601	0,167065	
-0,008537	0,000001	0,008786	0,000155	0,169479	
-0,008500	0,000038	0,009681	0,003913	0,175869	
-0,008462	0,000124	0,010624	0,011613	0,171633	
-0,008425	0,000248	0,011617	0,021249	0,188129	
-0,008387	0,000388	0,012660	0,030511	0,191324	
-0,008350	0,000515	0,013754	0,037263	0,194401	
-0,008312	0,000599	0,014898	0,039982	0,188413	
-0,008274	0,000616	0,016095	0,038059	0,204506	
-0,008237	0,000556	0,017344	0,031925	0,205784	
-0,008199	0,000430	0,018646	0,022960	0,216458	
-0,008162	0,000266	0,020001	0,013221	0,211038	
-0,008124	0,000108	0,021411	0,005023	0,225878	
-0,008087	0,000011	0,022875	0,000459	0,231865	
-0,008049	0,000023	0,024395	0,000949	0,248006	
-0,008012	0,000180	0,025970	0,006901	0,255272	
-0,007974	0,000487	0,027601	0,017569	0,264313	
-0,007937	0,000916	0,029289	0,031120	0,258917	
-0,007899	0,001402	0,031035	0,044939	0,277755	
-0,007862	0,001852	0,032838	0,056114	0,276572	
-0,007824	0,002163	0,034699	0,062028	0,283388	
-0,007787	0,002244	0,036619	0,060969	0,274726	
-0,007749	0,002042	0,038598	0,052635	0,286086	
-0,007712	0,001570	0,040636	0,038453	0,281661	
