x-axis	Total diffraction	Diffraction pattern	Interference pattern	From Camera	
-0,020958	0,000556	0,009559	0,058038	0,042932	
-0,020921	0,000631	0,009338	0,067378	0,048406	
-0,020883	0,000667	0,009117	0,072922	0,045215	
-0,020846	0,000659	0,008895	0,073829	0,055618	
-0,020808	0,000607	0,008671	0,069787	0,049677	
-0,020771	0,000518	0,008448	0,061101	0,051986	
-0,020733	0,000402	0,008223	0,048722	0,051649	
-0,020696	0,000274	0,007998	0,034216	0,057226	
-0,020658	0,000153	0,007774	0,019682	0,055177	
-0,020621	0,000058	0,007549	0,007611	0,061532	
-0,020583	0,000005	0,007324	0,000706	0,056655	
-0,020546	0,000012	0,007099	0,001667	0,061662	
-0,020508	0,000089	0,006875	0,012970	0,063504	
-0,020470	0,000244	0,006652	0,036643	0,073231	
-0,020433	0,000478	0,006429	0,074066	0,068017	
-0,020395	0,000783	0,006207	0,125811	0,068796	
-0,020358	0,001150	0,005987	0,191532	0,065579	
-0,020320	0,001561	0,005768	0,269922	0,072142	
-0,020283	0,001997	0,005550	0,358736	0,069366	
-0,020245	0,002433	0,005334	0,454883	0,077045	
-0,020208	0,002847	0,005120	0,554580	0,076241	
-0,020170	0,003217	0,004908	0,653570	0,080858	
-0,020133	0,003521	0,004698	0,747369	0,077719	
-0,020095	0,003744	0,004490	0,831540	0,087473	
-0,020058	0,003876	0,004285	0,901979	0,085320	
-0,020020	0,003911	0,004083	0,955167	0,091753	
-0,019983	0,003849	0,003884	0,988409	0,091857	
-0,019945	0,003698	0,003687	1,000000	0,092609	
-0,019908	0,003467	0,003494	0,989344	0,088277	
-0,019870	0,003171	0,003304	0,956989	0,093206	
-0,019833	0,002829	0,003118	0,904593	0,087733	
-0,019795	0,002458	0,002936	0,834815	0,086591	
-0,019757	0,002077	0,002757	0,751141	0,084023	
-0,019720	0,001704	0,002583	0,657657	0,085657	
-0,019682	0,001352	0,002413	0,558792	0,069885	
-0,019645	0,001035	0,002247	0,459032	0,068432	
-0,019607	0,000759	0,002086	0,362653	0,061039	
-0,019570	0,000529	0,001930	0,273459	0,065034	
-0,019532	0,000347	0,001779	0,194576	0,057226	
-0,019495	0,000210	0,001633	0,128288	0,058186	
-0,019457	0,000114	0,001491	0,075942	0,052297	
-0,019420	0,000052	0,001356	0,037924	0,057356	
-0,019382	0,000017	0,001226	0,013698	0,049495	
-0,019345	0,000002	0,001102	0,001915	0,052920	
-0,019307	0,000001	0,000983	0,000571	0,049859	
-0,019270	0,000006	0,000871	0,007203	0,053438	
-0,019232	0,000015	0,000764	0,019116	0,052297	
-0,019195	0,000022	0,000664	0,033601	0,059638	
-0,019157	0,000028	0,000571	0,048154	0,052401	
-0,019120	0,000029	0,000484	0,060657	0,055332	
-0,019082	0,000028	0,000404	0,069518	0,053179	
-0,019044	0,000024	0,000331	0,073761	0,061299	
-0,019007	0,000019	0,000264	0,073054	0,057148	
-0,018969	0,000014	0,000205	0,067684	0,061766	
-0,018932	0,000009	0,000153	0,058475	0,053438	
-0,018894	0,000005	0,000109	0,046664	0,056214	
-0,018857	0,000002	0,000071	0,033742	0,050948	
-0,018819	0,000001	0,000042	0,021285	0,055592	
-0,018782	0,000000	0,000020	0,010775	0,052764	
-0,018744	0,000000	0,000006	0,003443	0,055877	
-0,018707	0,000000	0,000000	0,000140	0,053957	
-0,018669	0,000000	0,000002	0,001248	0,057978	
-0,018632	0,000000	0,000012	0,006638	0,051233	
-0,018594	0,000000	0,000031	0,015687	0,054295	
-0,018557	0,000002	0,000057	0,027341	0,053179	
-0,018519	0,000004	0,000092	0,040225	0,058938	
-0,018482	0,000007	0,000136	0,052790	0,053828	
-0,018444	0,000012	0,000188	0,063478	0,059898	
-0,018407	0,000018	0,000249	0,070905	0,055177	
-0,018369	0,000024	0,000318	0,074021	0,065864	
-0,018331	0,000029	0,000396	0,072258	0,065553	
-0,018294	0,000032	0,000483	0,065629	0,070560	
-0,018256	0,000032	0,000579	0,054788	0,068796	
-0,018219	0,000028	0,000683	0,041027	0,073828	
-0,018181	0,000021	0,000797	0,026215	0,071286	
-0,018144	0,000012	0,000919	0,012682	0,076837	
-0,018106	0,000003	0,001051	0,003062	0,067524	
-0,018069	0,000000	0,001191	0,000083	0,069626	
-0,018031	0,000009	0,001341	0,006355	0,070508	
-0,017994	0,000036	0,001500	0,024138	0,077641	
-0,017956	0,000092	0,001667	0,055133	0,069963	
-0,017919	0,000186	0,001844	0,100301	0,071130	
-0,017881	0,000325	0,002030	0,159725	0,070430	
-0,017844	0,000519	0,002225	0,232541	0,081870	
-0,017806	0,000772	0,002430	0,316927	0,078082	
-0,017769	0,001087	0,002643	0,410159	0,084230	
-0,017731	0,001462	0,002865	0,508750	0,081092	
-0,017694	0,001890	0,003096	0,608627	0,090482	
-0,017656	0,002360	0,003337	0,705376	0,090845	
-0,017618	0,002857	0,003586	0,794501	0,096864	
-0,017581	0,003360	0,003844	0,871710	0,090119	
-0,017543	0,003847	0,004111	0,933184	0,097019	
-0,017506	0,004293	0,004387	0,975824	0,096734	
-0,017468	0,004673	0,004671	0,997455	0,106799	
-0,017431	0,004964	0,004965	0,996963	0,103297	
-0,017393	0,005146	0,005267	0,974374	0,107344	
-0,017356	0,005206	0,005577	0,930849	0,100288	
-0,017318	0,005136	0,005896	0,868608	0,103090	
-0,017281	0,004935	0,006223	0,790787	0,101196	
-0,017243	0,004612	0,006559	0,701231	0,106358	
-0,017206	0,004183	0,006903	0,604246	0,102804	
-0,017168	0,003669	0,007255	0,504331	0,100184	
-0,017131	0,003099	0,007615	0,405892	0,088692	
-0,017093	0,002505	0,007982	0,312979	0,090327	
-0,017056	0,001920	0,008358	0,229052	0,085190	
-0,017018	0,001374	0,008741	0,156794	0,082415	
-0,016981	0,000897	0,009132	0,097989	0,068432	
-0,016943	0,000511	0,009529	0,053458	0,068199	
-0,016905	0,000230	0,009935	0,023075	0,059483	
-0,016868	0,000061	0,010347	0,005845	0,059535	
-0,016830	0,000000	0,010766	0,000037	0,056551	
-0,016793	0,000038	0,011192	0,003370	0,064541	
-0,016755	0,000154	0,011624	0,013225	0,053361	
-0,016718	0,000325	0,012063	0,026871	0,049444	
-0,016680	0,000523	0,012508	0,041684	0,045449	
-0,016643	0,000719	0,012960	0,055351	0,054320	
-0,016605	0,000888	0,013417	0,066026	0,052582	
-0,016568	0,001008	0,013879	0,072445	0,058445	
-0,016530	0,001064	0,014348	0,073983	0,050092	
-0,016493	0,001050	0,014821	0,070655	0,053075	
-0,016455	0,000967	0,015300	0,063053	0,047731	
-0,016418	0,000827	0,015784	0,052246	0,053231	
-0,016380	0,000647	0,016272	0,039631	0,047550	
-0,016343	0,000450	0,016765	0,026769	0,052582	
-0,016305	0,000263	0,017262	0,015205	0,048951	
-0,016268	0,000112	0,017763	0,006302	0,051441	
-0,016230	0,000020	0,018268	0,001099	0,049755	
-0,016192	0,000004	0,018776	0,000197	0,058730	
-0,016155	0,000072	0,019288	0,003699	0,051000	
-0,016117	0,000222	0,019803	0,011202	0,056240	
-0,016080	0,000445	0,020320	0,021835	0,054658	
-0,016042	0,000718	0,020840	0,034350	0,062310	
-0,016005	0,001012	0,021363	0,047257	0,052090	
-0,015967	0,001295	0,021888	0,058980	0,052479	
-0,015930	0,001529	0,022414	0,068034	0,050377	
-0,015892	0,001684	0,022942	0,073198	0,051597	
-0,015855	0,001734	0,023471	0,073671	0,053257	
-0,015817	0,001665	0,024002	0,069194	0,062051	
-0,015780	0,001479	0,024533	0,060129	0,059094	
-0,015742	0,001193	0,025065	0,047484	0,066824	
-0,015705	0,000844	0,025596	0,032879	0,065968	
-0,015667	0,000484	0,026128	0,018456	0,070015	
-0,015630	0,000180	0,026659	0,006735	0,070404	
-0,015592	0,000012	0,027190	0,000430	0,076215	
-0,015555	0,000062	0,027720	0,002232	0,069600	
-0,015517	0,000413	0,028249	0,014589	0,074970	
-0,015479	0,001139	0,028776	0,039477	0,070560	
-0,015442	0,002298	0,029301	0,078210	0,074139	
-0,015404	0,003926	0,029824	0,131280	0,073465	
-0,015367	0,006033	0,030345	0,198255	0,077512	
-0,015329	0,008596	0,030864	0,277737	0,074321	
-0,015292	0,011561	0,031379	0,367396	0,081325	
-0,015254	0,014841	0,031891	0,464066	0,079328	
-0,015217	0,018321	0,032399	0,563910	0,088770	
-0,015179	0,021864	0,032904	0,662633	0,089912	
-0,015142	0,025316	0,033404	0,755739	0,096060	
-0,015104	0,028516	0,033901	0,838811	0,092402	
-0,015067	0,031308	0,034392	0,907781	0,103453	
-0,015029	0,033549	0,034878	0,959201	0,106618	
-0,014992	0,035120	0,035359	0,990456	0,116735	
-0,014954	0,035933	0,035835	0,999944	0,117954	
-0,014917	0,035939	0,036304	0,987176	0,124854	
-0,014879	0,035130	0,036767	0,952809	0,114789	
-0,014842	0,033543	0,037224	0,898604	0,115904	
-0,014804	0,031255	0,037674	0,827310	0,110976	
-0,014767	0,028380	0,038117	0,742484	0,118706	
-0,014729	0,025062	0,038553	0,648260	0,109160	
-0,014691	0,021464	0,038981	0,549087	0,109549	
-0,014654	0,017758	0,039401	0,449448	0,097875	
-0,014616	0,014117	0,039813	0,353586	0,097149	
-0,014579	0,010697	0,040216	0,265251	0,086124	
-0,014541	0,007636	0,040610	0,187494	0,075333	
-0,014504	0,005037	0,040996	0,122513	0,065397	
-0,014466	0,002969	0,041372	0,071562	0,076344	
-0,014429	0,001462	0,041739	0,034933	0,064437	
-0,014391	0,000507	0,042096	0,012004	0,064878	
-0,014354	0,000058	0,042443	0,001353	0,058523	
-0,014316	0,000039	0,042779	0,000917	0,062207	
-0,014279	0,000354	0,043105	0,008200	0,056733	
-0,014241	0,000892	0,043420	0,020493	0,060780	
-0,014204	0,001539	0,043724	0,035096	0,055592	
-0,014166	0,002186	0,044017	0,049535	0,060079	
-0,014129	0,002742	0,044298	0,061736	0,061506	
-0,014091	0,003136	0,044568	0,070167	0,070534	
-0,014054	0,003322	0,044825	0,073915	0,064256	
-0,014016	0,003286	0,045070	0,072712	0,065760	
-0,013978	0,003039	0,045303	0,066904	0,063867	
-0,013941	0,002619	0,045523	0,057365	0,071442	
-0,013903	0,002080	0,045730	0,045366	0,071934	
-0,013866	0,001493	0,045925	0,032417	0,078108	
-0,013828	0,000929	0,046106	0,020091	0,068925	
-0,013791	0,000457	0,046274	0,009854	0,069652	
-0,013753	0,000135	0,046428	0,002905	0,063530	
-0,013716	0,000002	0,046568	0,000048	0,064022	
-0,013678	0,000076	0,046695	0,001615	0,058549	
-0,013641	0,000348	0,046807	0,007424	0,065294	
-0,013603	0,000790	0,046906	0,016802	0,066201	
-0,013566	0,001350	0,046990	0,028656	0,075099	
-0,013528	0,001962	0,047059	0,041584	0,071831	
-0,013491	0,002553	0,047114	0,054026	0,074347	
-0,013453	0,003047	0,047155	0,064435	0,070144	
-0,013416	0,003381	0,047180	0,071452	0,078523	
-0,013378	0,003505	0,047191	0,074070	0,081792	
-0,013341	0,003396	0,047186	0,071780	0,087499	
-0,013303	0,003058	0,047167	0,064660	0,087577	
-0,013265	0,002526	0,047132	0,053434	0,094918	
-0,013228	0,001863	0,047083	0,039459	0,093647	
-0,013190	0,001163	0,047017	0,024662	0,106955	
-0,013153	0,000537	0,046937	0,011416	0,098394	
-0,013115	0,000112	0,046841	0,002375	0,097383	
-0,013078	0,000013	0,046730	0,000270	0,103505	
-0,013040	0,000359	0,046604	0,007684	0,108563	
-0,013003	0,001250	0,046462	0,026828	0,098654	
-0,012965	0,002755	0,046305	0,059334	0,102156	
-0,012928	0,004907	0,046132	0,106071	0,097668	
-0,012890	0,007695	0,045944	0,167024	0,107681	
-0,012853	0,011065	0,045741	0,241224	0,112273	
-0,012815	0,014916	0,045522	0,326742	0,123920	
-0,012778	0,019109	0,045288	0,420765	0,122260	
-0,012740	0,023473	0,045039	0,519726	0,125944	
-0,012703	0,027816	0,044775	0,619503	0,127500	
-0,012665	0,031933	0,044496	0,715653	0,138084	
-0,012628	0,035624	0,044202	0,803688	0,137487	
-0,012590	0,038705	0,043893	0,879351	0,145010	
-0,012552	0,041021	0,043569	0,938889	0,141664	
-0,012515	0,042454	0,043231	0,979296	0,149809	
-0,012477	0,042934	0,042878	0,998504	0,152767	
-0,012440	0,042439	0,042511	0,995526	0,160212	
-0,012402	0,041002	0,042130	0,970515	0,151573	
-0,012365	0,038703	0,041735	0,924756	0,155179	
-0,012327	0,035664	0,041326	0,860583	0,147163	
-0,012290	0,032045	0,040904	0,781223	0,146022	
-0,012252	0,028025	0,040468	0,690589	0,140574	
-0,012215	0,023799	0,040019	0,593026	0,138992	
-0,012177	0,019558	0,039558	0,493039	0,131054	
-0,012140	0,015481	0,039083	0,395010	0,136502	
-0,012102	0,011725	0,038596	0,302935	0,123687	
-0,012065	0,008412	0,038097	0,220197	0,116890	
-0,012027	0,005630	0,037586	0,149385	0,105658	
-0,011990	0,003426	0,037063	0,092173	0,106047	
-0,011952	0,001805	0,036529	0,049274	0,095800	
-0,011915	0,000738	0,035984	0,020458	0,091779	
-0,011877	0,000165	0,035428	0,004636	0,082285	
-0,011839	0,000000	0,034862	0,000003	0,086280	
-0,011802	0,000145	0,034286	0,004226	0,074269	
-0,011764	0,000495	0,033700	0,014660	0,071416	
-0,011727	0,000949	0,033105	0,028574	0,064723	
-0,011689	0,001413	0,032501	0,043368	0,069003	
-0,011652	0,001816	0,031888	0,056775	0,066072	
-0,011614	0,002101	0,031268	0,067010	0,071986	
-0,011577	0,002239	0,030639	0,072881	0,069444	
-0,011539	0,002222	0,030003	0,073839	0,073880	
-0,011502	0,002060	0,029361	0,069969	0,068744	
-0,011464	0,001783	0,028711	0,061927	0,075307	
-0,011427	0,001430	0,028056	0,050828	0,075670	
-0,011389	0,001047	0,027396	0,038099	0,079976	
-0,011352	0,000678	0,026730	0,025309	0,074529	
-0,011314	0,000366	0,026060	0,013991	0,078497	
-0,011277	0,000139	0,025385	0,005478	0,071001	
-0,011239	0,000019	0,024707	0,000761	0,074139	
-0,011202	0,000009	0,024026	0,000386	0,070534	
-0,011164	0,000103	0,023343	0,004395	0,077019	
-0,011126	0,000280	0,022657	0,012326	0,068977	
-0,011089	0,000512	0,021970	0,023257	0,071727	
-0,011051	0,000766	0,021283	0,035904	0,065449	
-0,011014	0,001007	0,020594	0,048754	0,068225	
-0,010976	0,001202	0,019907	0,060234	0,063166	
-0,010939	0,001328	0,019220	0,068880	0,070326	
-0,010901	0,001366	0,018534	0,073514	0,069678	
-0,010864	0,001314	0,017850	0,073392	0,078731	
-0,010826	0,001176	0,017169	0,068328	0,074451	
-0,010789	0,000972	0,016492	0,058762	0,082622	
-0,010751	0,000726	0,015818	0,045780	0,083271	
-0,010714	0,000472	0,015149	0,031071	0,089782	
-0,010676	0,000245	0,014485	0,016833	0,085579	
-0,010639	0,000078	0,013827	0,005622	0,095126	
-0,010601	0,000002	0,013175	0,000163	0,098887	
-0,010564	0,000039	0,012530	0,003131	0,104464	
-0,010526	0,000202	0,011894	0,016928	0,103141	
-0,010489	0,000491	0,011266	0,043462	0,116242	
-0,010451	0,000896	0,010647	0,083954	0,113129	
-0,010413	0,001397	0,010038	0,138786	0,120781	
-0,010376	0,001963	0,009439	0,207409	0,117201	
-0,010338	0,002559	0,008852	0,288305	0,128849	
-0,010301	0,003146	0,008277	0,379034	0,131599	
-0,010263	0,003685	0,007715	0,476335	0,140367	
-0,010226	0,004141	0,007166	0,576299	0,141093	
-0,010188	0,004486	0,006632	0,674589	0,156787	
-0,010151	0,004699	0,006112	0,766702	0,151885	
-0,010113	0,004770	0,005608	0,848246	0,159356	
-0,010076	0,004700	0,005121	0,915215	0,159615	
-0,010038	0,004497	0,004650	0,964250	0,169499	
-0,010001	0,004180	0,004198	0,992855	0,169550	
-0,009963	0,003774	0,003765	0,999561	0,175932	
-0,009926	0,003306	0,003351	0,984022	0,170873	
-0,009888	0,002808	0,002957	0,947039	0,175906	
-0,009851	0,002307	0,002584	0,890505	0,173857	
-0,009813	0,001830	0,002233	0,817283	0,178760	
-0,009776	0,001396	0,001904	0,731018	0,167631	
-0,009738	0,001020	0,001599	0,635902	0,160030	
-0,009700	0,000709	0,001318	0,536407	0,144491	
-0,009663	0,000465	0,001062	0,437001	0,137928	
-0,009625	0,000285	0,000832	0,341881	0,122234	
-0,009588	0,000160	0,000628	0,254722	0,118499	
-0,009550	0,000081	0,000451	0,178474	0,109445	
-0,009513	0,000035	0,000302	0,115220	0,112558	
-0,009475	0,000012	0,000182	0,066092	0,097383	
-0,009438	0,000003	0,000092	0,031260	0,091572	
-0,009400	0,000000	0,000032	0,009993	0,079795	
-0,009363	0,000000	0,000003	0,000775	0,087188	
-0,009325	0,000000	0,000006	0,001476	0,081896	
-0,009288	0,000000	0,000041	0,009558	0,089626	
-0,009250	0,000002	0,000110	0,022299	0,085813	
-0,009213	0,000008	0,000214	0,037016	0,090716	
-0,009175	0,000018	0,000352	0,051274	0,087629	
-0,009138	0,000033	0,000526	0,063064	0,097720	
-0,009100	0,000052	0,000737	0,070928	0,100859	
-0,009063	0,000073	0,000985	0,074036	0,107344	
-0,009025	0,000092	0,001271	0,072204	0,104231	
-0,008987	0,000105	0,001596	0,065851	0,113959	
-0,008950	0,000110	0,001960	0,055912	0,110638	
-0,008912	0,000104	0,002365	0,043698	0,114218	
-0,008875	0,000087	0,002810	0,030739	0,111961	
-0,008837	0,000062	0,003298	0,018605	0,114037	
-0,008800	0,000034	0,003828	0,008736	0,105917	
-0,008762	0,000010	0,004401	0,002285	0,113388	
-0,008725	0,000000	0,005018	0,000001	0,110457	
-0,008687	0,000012	0,005679	0,002146	0,111235	
-0,008650	0,000054	0,006386	0,008473	0,109523	
-0,008612	0,000131	0,007139	0,018250	0,121326	
-0,008575	0,000241	0,007939	0,030333	0,118602	
-0,008537	0,000381	0,008786	0,043290	0,120185	
-0,008500	0,000539	0,009681	0,055551	0,117020	
-0,008462	0,000699	0,010624	0,065585	0,131573	
-0,008425	0,000840	0,011617	0,072068	0,135230	
-0,008387	0,000940	0,012660	0,074053	0,145244	
-0,008350	0,000981	0,013754	0,071102	0,150458	
-0,008312	0,000947	0,014898	0,063380	0,162572	
-0,008274	0,000834	0,016095	0,051694	0,157384	
-0,008237	0,000652	0,017344	0,037485	0,164181	
-0,008199	0,000425	0,018646	0,022747	0,162546	
-0,008162	0,000199	0,020001	0,009904	0,172248	
-0,008124	0,000035	0,021411	0,001632	0,176165	
-0,008087	0,000015	0,022875	0,000658	0,187216	
-0,008049	0,000233	0,024395	0,009529	0,190044	
-0,008012	0,000791	0,025970	0,030391	0,192353	
-0,007974	0,001793	0,027601	0,064782	0,188384	
-0,007937	0,003333	0,029289	0,113462	0,209785	
-0,007899	0,005486	0,031035	0,176288	0,212016	
-0,007862	0,008304	0,032838	0,252160	0,226439	
-0,007824	0,011797	0,034699	0,339023	0,222678	
-0,007787	0,015935	0,036619	0,433951	0,235467	
-0,007749	0,020642	0,038598	0,533290	0,239306	
-0,007712	0,025789	0,040636	0,632854	0,255052	
